"RefMetadataComponentId","RefMetadataComponentType","RefMetadataComponentName","MetadataComponentId","MetadataComponentType","MetadataComponentName"
"01p50000000HYC6AAO","ApexClass","TerritoryUtils","01p50000000HYC7AAO","ApexClass","TerritoryUtilsTests"
"01p50000000Hbi1AAC","ApexClass","NDAController","01p50000000AtfhAAC","ApexClass","NDAControllerTest"
"01p50000000Hbi1AAC","ApexClass","NDAController","06650000000TnoOAAS","ApexPage","NDA"
"01p50000000Hxd8AAC","ApexClass","GainsightOpportunityLinkBatch","01p50000000Hxd9AAC","ApexClass","GainsightOpportunityLinkBatchSchedulable"
"01p50000000Hxd8AAC","ApexClass","GainsightOpportunityLinkBatch","01p50000000HxdAAAS","ApexClass","TestGainsightOpportunityLinkBatch"
"01p50000000Hxd9AAC","ApexClass","GainsightOpportunityLinkBatchSchedulable","01p50000000HxdAAAS","ApexClass","TestGainsightOpportunityLinkBatch"
"01p50000000I7pVAAS","ApexClass","CompanyLeads","06650000000U4m2AAC","ApexPage","CompanyLeads"
"01p50000000IH0hAAG","ApexClass","trac_LeadOppCreationHelper","01p50000000IH0iAAG","ApexClass","trac_LeadOpportunityCreationTest"
"01p50000000IH0hAAG","ApexClass","trac_LeadOppCreationHelper","01q50000000H8ZPAA0","ApexTrigger","trac_Lead"
"01p50000000IH0jAAG","ApexClass","trac_TestUtils","01p50000000IH0iAAG","ApexClass","trac_LeadOpportunityCreationTest"
"01p50000000IH0jAAG","ApexClass","trac_TestUtils","01p50000000IlsRAAS","ApexClass","trac_BL_FetchClosedWonOppServiceTest"
"01p50000000IH0jAAG","ApexClass","trac_TestUtils","01p50000004VynqAAC","ApexClass","TestLeadAssignmentRules"
"01p50000000INmHAAW","ApexClass","CommunitiesLoginController","01p50000000INmIAAW","ApexClass","CommunitiesLoginControllerTest"
"01p50000000INmHAAW","ApexClass","CommunitiesLoginController","06650000000UB1bAAG","ApexPage","CommunitiesLogin"
"01p50000000INmJAAW","ApexClass","CommunitiesLandingController","01p50000000INmKAAW","ApexClass","CommunitiesLandingControllerTest"
"01p50000000INmJAAW","ApexClass","CommunitiesLandingController","06650000000UB1cAAG","ApexPage","CommunitiesLanding"
"01p50000000INmLAAW","ApexClass","CommunitiesSelfRegController","01p50000000INmMAAW","ApexClass","CommunitiesSelfRegControllerTest"
"01p50000000INmLAAW","ApexClass","CommunitiesSelfRegController","06650000000UB1dAAG","ApexPage","CommunitiesSelfReg"
"01p50000000INmNAAW","ApexClass","CommunitiesSelfRegConfirmController","01p50000000INmOAAW","ApexClass","CommunitiesSelfRegConfirmControllerTest"
"01p50000000INmNAAW","ApexClass","CommunitiesSelfRegConfirmController","06650000000UB1eAAG","ApexPage","CommunitiesSelfRegConfirm"
"01p50000000IbaeAAC","ApexClass","ProductFeedbackController","01p50000000AtfiAAC","ApexClass","ProductFeedbackControllerTest"
"01p50000000IbaeAAC","ApexClass","ProductFeedbackController","06650000000UFgyAAG","ApexPage","ProductFeedback"
"01p50000000IgOOAA0","ApexClass","CloseOppController","01p50000000IgOPAA0","ApexClass","CloseOppControllerTest"
"01p50000000IgOOAA0","ApexClass","CloseOppController","06650000000UHBbAAO","ApexPage","CloseOpp"
"01p50000000IjpYAAS","ApexClass","SFDCCaseSubmissionController","01p50000000IjpZAAS","ApexClass","SFDCCaseSubmissionControllerTest"
"01p50000000IjpYAAS","ApexClass","SFDCCaseSubmissionController","06650000000UIWQAA4","ApexPage","SFDCCaseSubmission"
"01p50000000IlsQAAS","ApexClass","trac_BL_FetchClosedWonOppService","01p50000000IlsRAAS","ApexClass","trac_BL_FetchClosedWonOppServiceTest"
"01p50000003x0K8AAI","ApexClass","RFPController","01p50000003x0K9AAI","ApexClass","RFPControllerTest"
"01p50000003x0K8AAI","ApexClass","RFPController","06650000001SyOrAAK","ApexPage","RFP"
"01p500000046awgAAA","ApexClass","QuoteApprovalController","01p500000046awhAAA","ApexClass","QuoteApprovalControllerTest"
"01p500000046awgAAA","ApexClass","QuoteApprovalController","06650000001NZjTAAW","ApexPage","Quote_Approval2"
"01p50000004KGX9AAO","ApexClass","DB_Globals","01p2J0000046gXDQAY","ApexClass","DB_Custom_Opportunity"
"01p50000004KGX9AAO","ApexClass","DB_Globals","01q2J000000RITlQAO","ApexTrigger","DB_Custom_Opportunity"
"01p50000004KGXvAAO","ApexClass","DB_TriggerHandler","01p2J0000046gXDQAY","ApexClass","DB_Custom_Opportunity"
"01p50000004KGXvAAO","ApexClass","DB_TriggerHandler","01q2J000000RITlQAO","ApexTrigger","DB_Custom_Opportunity"
"01p50000004UI1iAAG","ApexClass","NonMarketoTaskAccountLookup","01p50000004UI1jAAG","ApexClass","NonMarketoTaskAccountLookupBatch"
"01p50000004UI1jAAG","ApexClass","NonMarketoTaskAccountLookupBatch","01p50000004UI1kAAG","ApexClass","NonMarketoTaskAccountLookupBatchTest"
"01p50000004Uk0GAAS","ApexClass","SOWController","01p50000004Uk0HAAS","ApexClass","SOWControllerTest"
"01p50000004Uk0GAAS","ApexClass","SOWController","06650000001jqjbAAA","ApexPage","SOW"
"01p50000004VGRiAAO","ApexClass","SalesReadyController","01p50000004VGRjAAO","ApexClass","SalesReadyControllerTest"
"01p50000004VGRiAAO","ApexClass","SalesReadyController","06650000001jy20AAA","ApexPage","SalesReady"
"01p50000004Vc94AAC","ApexClass","PartnerNotesController","01p50000004Vc95AAC","ApexClass","PartnerNotesControllerTest"
"01p50000004Vc94AAC","ApexClass","PartnerNotesController","06650000001k1skAAA","ApexPage","PartnerNotes"
"01p50000004VynpAAC","ApexClass","LeadAssignmentRulesHandler","01q50000000H8ZPAA0","ApexTrigger","trac_Lead"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004W02QAAS","ApexClass","QuoteChargeToQuote"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004Y7BqAAK","ApexClass","SubscriptionProductChargeToSubscription"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004bRT3AAM","ApexClass","MilestoneToProject"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004blBdAAI","ApexClass","SubscriptionToAccount"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004c2baAAA","ApexClass","ForecastOverrideToOpportunity"
"01p50000004W02PAAS","ApexClass","EagerRollUp","01p50000004fXCKAA2","ApexClass","QuoteAmendmentToQuote"
"01p50000004W02QAAS","ApexClass","QuoteChargeToQuote","01q50000000O1YwAAK","ApexTrigger","QuoteCharge"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004W02PAAS","ApexClass","EagerRollUp"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004W02QAAS","ApexClass","QuoteChargeToQuote"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004Y7BqAAK","ApexClass","SubscriptionProductChargeToSubscription"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004bRT3AAM","ApexClass","MilestoneToProject"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004blBdAAI","ApexClass","SubscriptionToAccount"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004c2baAAA","ApexClass","ForecastOverrideToOpportunity"
"01p50000004W02RAAS","ApexClass","RollUp","01p50000004fXCKAA2","ApexClass","QuoteAmendmentToQuote"
"01p50000004Y16dAAC","ApexClass","UpdateBillToSoldToController","01p50000004Y16eAAC","ApexClass","UpdateBillToSoldToControllerTest"
"01p50000004Y16dAAC","ApexClass","UpdateBillToSoldToController","06650000001V3duAAC","ApexPage","UpdateBillToSoldTo"
"01p50000004Y17qAAC","ApexClass","OppQualifier_Extension","01p50000004Y18AAAS","ApexClass","OppQualifier_Extension_Test"
"01p50000004Y17qAAC","ApexClass","OppQualifier_Extension","06650000001V3eOAAS","ApexPage","OppQualifier"
"01p50000004Y7BqAAK","ApexClass","SubscriptionProductChargeToSubscription","01q50000000IpOQAA0","ApexTrigger","SubscriptionProductChargeRollUp"
"01p50000004YAcYAAW","ApexClass","LinkQuoteController","01p50000004YAcZAAW","ApexClass","LinkQuoteControllerTest"
"01p50000004YAcYAAW","ApexClass","LinkQuoteController","06650000001V5hyAAC","ApexPage","LinkQuote"
"01p50000004YAmsAAG","ApexClass","ForecastOverrideRollUpHelper","01q50000000V5JBAA0","ApexTrigger","ForecastOverrideRollUp"
"01p50000004bRT3AAM","ApexClass","MilestoneToProject","01q50000000V2IYAA0","ApexTrigger","MilestoneRollUp"
"01p50000004blBdAAI","ApexClass","SubscriptionToAccount","01q50000000V3zeAAC","ApexTrigger","SubscriptionRollUp"
"01p50000004c2baAAA","ApexClass","ForecastOverrideToOpportunity","01q50000000V5JBAA0","ApexTrigger","ForecastOverrideRollUp"
"01p50000004cD5sAAE","ApexClass","CreateProjectFromTemplateService","01p04000000E1HLAA0","ApexClass","OrderTriggerHandler"
"01p50000004cDDLAA2","ApexClass","SObjectCloneMapper","01p04000000E1HLAA0","ApexClass","OrderTriggerHandler"
"01p50000004cL9hAAE","ApexClass","New_CancellationRequest_Controller","01p50000004cL9iAAE","ApexClass","New_CancellationRequest_ControllerTest"
"01p50000004cL9hAAE","ApexClass","New_CancellationRequest_Controller","06650000001c3jgAAA","ApexPage","New_Cancellation_Request"
"01p50000004fXCKAA2","ApexClass","QuoteAmendmentToQuote","01q50000000fxWjAAI","ApexTrigger","QuoteAmendmentRollUp"
"01p2J000004g2v3QAA","ApexClass","CaseStatusButtonUpdate","0Ab2J000000bsX9SAI","AuraDefinitionBundle","CaseCloseReOpenButton.2"
"01p2J000004g8hhQAA","ApexClass","AccountWarningMessage","0Ab2J000000btKySAI","AuraDefinitionBundle","AccountWarningMessage.2"
"01p2J000004k0ddQAA","ApexClass","brKnowledgeDataCategoryUtilCtrl","0Ab2J000000g0JsSAI","AuraDefinitionBundle","brKnowledgeDataCategoryUtil.2"
